name,city,state,good_suggestion,bad_suggestion,period
Mei Wei Frozen Yogurt,Altamonte Springs,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Mei Wei Frozen Yogurt,Altamonte Springs,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Fat Cats Organic Coffee And Dessert,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Fat Cats Organic Coffee And Dessert,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Smoothie King,Sanford,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Smoothie King,Sanford,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Planet Smoothie,Braintree,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Planet Smoothie,Braintree,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Andy's Frozen Custard,Austin,TX,"['It is good and keep to make delicious vanilla food.', 'It is good and keep to make delicious chocolate food.', 'The service here is very good, please keep it good.']","['The food in your shop seems not soft or too soft for consumer. Trt to improve it.', 'The soupy in your shop is not very popular for consumers and try to improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Andy's Frozen Custard,Austin,TX,"['It is good and keep to make delicious chocolate food.', 'The cream in your shop is very popular for consumers and keep it good.', 'It is good and keep to make delicious vanilla food.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",after covid
Cold Stone Creamery,Atlanta,GA,"['It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'The buttuer in your shop is very popular for consumers and keep it good.']","['Chocolate food looks not good in your shop and tries to improve it.', 'The service is mediocre, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Cold Stone Creamery,Atlanta,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Red Mango,Winter Garden,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Red Mango,Winter Garden,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Luv Fats Ice Cream,Austin,TX,['It is good to see that the food in your shop is delicious and keep it.'],"['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'The cream in your shop is not very popular for consumers and try to improve it.']",pre covid
Luv Fats Ice Cream,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Berry Freeze,Brookline,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Berry Freeze,Brookline,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Tony's Coneys,Columbus,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The enviornment seems a bit cheap, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.', 'The service is somehow poor, please spend more time on improving service process.']",pre covid
Tony's Coneys,Columbus,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is not very good, it may make customer feel bad, please improve it.']",after covid
Sweet Thangs Carnival Eats,Decatur,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Sweet Thangs Carnival Eats,Decatur,GA,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']",['The food in your shop seems too hard for consumer. Trt to improve it.'],after covid
407 Cafe,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is delicious and keep it.', 'The service here is very good, please keep it good.']","['The service is mediocre, please improve it.']",pre covid
407 Cafe,Orlando,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Twistee Treat - Posner Park,Davenport,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Twistee Treat - Posner Park,Davenport,FL,['It is good to see that the food in your shop is delicious and keep it.'],"['Chocolate food looks not good in your shop and tries to improve it.', 'The buttuer in your shop is not very popular for consumers and try to improve it.']",after covid
Sweet Frog,Kissimmee,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Sweet Frog,Kissimmee,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Berry Austin,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious vanilla food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The food in your shop looks like not refreshing, try something new to attract people.', 'The enviornment seems a bit cheap, it may make customer feel bad, please improve it.']",pre covid
Berry Austin,Austin,TX,"['The service here is very good, please keep it good.', 'It is good to see that the food in your shop is refreshing and keep it something new to attract people.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Ben & Jerry’s,Boston,MA,"['It is good to see that the food in your shop is delicious and keep it.', 'The shop is not crowded, it make customers comfortable, keep it.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Ben & Jerry’s,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Salt & Straw,Lake Oswego,OR,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'The service here is very good, please keep it good.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'Chocolate food looks not good in your shop and tries to improve it.', 'The cream in your shop is not very popular for consumers and try to improve it.']",pre covid
Salt & Straw,Lake Oswego,OR,['It is good to see that the food in your shop is delicious and keep it.'],"['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",after covid
Fairley's Pharmacy,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']",['The deliver in your shop may not be very quick and ordered. Please improve it.'],pre covid
Fairley's Pharmacy,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Treadwell's Ice Cream,Peabody,MA,['It is good and keep to make delicious chocolate food.'],"['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'The food in your shop seems not soft or too soft for consumer. Trt to improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Treadwell's Ice Cream,Peabody,MA,['The cream in your shop is very popular for consumers and keep it good.'],"['Chocolate food looks not good in your shop and tries to improve it.', 'The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",after covid
Ice Dream Cafe,Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Ice Dream Cafe,Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Culver's,Powell,OH,['It is good and keep to make delicious chocolate food.'],['The cream in your shop is not very popular for consumers and try to improve it.'],pre covid
Culver's,Powell,OH,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious vanilla food.', 'The buttuer in your shop is very popular for consumers and keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.']",after covid
Rooster's Ice Cream Bar,Vancouver,BC,"['It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is soft and keep it.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Rooster's Ice Cream Bar,Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is not very good, it may make customer feel disappointing, please improve it']",after covid
Amys Ice Creams,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Amys Ice Creams,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
SnoMo,Austin,TX,"['The service here is very good, please keep it good.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is delicious and keep it.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The air in your shop looks like not very good, you should improve the environment.']",pre covid
SnoMo,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Tart,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Tart,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
It's About Yogurt,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
It's About Yogurt,Austin,TX,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Blackberry Yogurt Lounge,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Blackberry Yogurt Lounge,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Dairy Queen,Weymouth,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']",['The food in your shop seems too hard for consumer. Trt to improve it.'],pre covid
Dairy Queen,Weymouth,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Chef Fresh Frozen Yogurt,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Chef Fresh Frozen Yogurt,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Boston Pizza Grill,Boston,MA,"['The service here is very good, please keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Boston Pizza Grill,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is somehow poor, please spend more time on improving service process.']",after covid
Delish Frogen Yozurt,Orlando,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Delish Frogen Yozurt,Orlando,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
22 Below,Portland,OR,"['The cream in your shop is very popular for consumers and keep it good.', 'The honey in your shop is very popular for consumers and keep it good.']","['Chocolate food looks not good in your shop and tries to improve it.', 'Fruity food looks not suitable to the taste of consumers and try to improve it.', 'Vanilla food looks not good in your shop and try to improve it.']",pre covid
22 Below,Portland,OR,"['The service here is very good, please keep it good.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'The service is not very good, it may make customer feel bad, please improve it.', 'The waitress is a little rude, it may make customer feel bad, please improve it.']",after covid
West Orange Creamery,Ocoee,FL,"['The cream in your shop is very popular for consumers and keep it good.', 'It is good and keep to make delicious chocolate food.']",['The food in your shop seems not soft or too soft for consumer. Trt to improve it.'],pre covid
West Orange Creamery,Ocoee,FL,['It is good and keep to make delicious mint food.'],"['The service is not very good, it may make customer feel bad, please improve it.']",after covid
Boston Ice Cream Factory,Dorchester,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Boston Ice Cream Factory,Dorchester,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.']",after covid
BurgerFi,Winter Park,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is delicious and keep it.', 'The service here is very good, please keep it good.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.', 'The honey in your shop is not very popular for consumers and try to improve it.']",pre covid
BurgerFi,Winter Park,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems too hard for consumer. Trt to improve it.', 'The service is not very good and bad environment disturbs people mind, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",after covid
Emack & Bolios North Station,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Emack & Bolios North Station,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Pinkberry,Lynnfield,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Pinkberry,Lynnfield,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Florean Fortescue's Ice Cream Parlour,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']","['The sour food looks not very popular in your shop, try to make other kinds of taste.', 'The cream in your shop is not very popular for consumers and try to improve it.', 'The buttuer in your shop is not very popular for consumers and try to improve it.']",pre covid
Florean Fortescue's Ice Cream Parlour,Orlando,FL,"['It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is soft and keep it.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Shake Shack,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'The service here is very good, please keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.', 'Your home made food  is not very popular for consumers and try to improve it.', 'Chocolate food looks not good in your shop and tries to improve it.']",pre covid
Shake Shack,Orlando,FL,"['It is good to see that the food in your shop is soft and keep it.', 'The service here is very good, please keep it good.', 'It is good to see that the food in your shop is delicious and keep it.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Sweet By Holly,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious vanilla food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is somehow poor, please spend more time on improving service process.']",pre covid
Sweet By Holly,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious vanilla food.', 'The service here is very good, please keep it good.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The service is not very good, it may make customer feel disappointing, please improve it']",after covid
Ice Spot,Lake Mary,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Ice Spot,Lake Mary,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The food in your shop seems too hard for consumer. Trt to improve it.']",after covid
Thai Fresh,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'Your home made food  is very popular for consumers and keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The service is mediocre, please improve it.', 'The service is somehow poor, please spend more time on improving service process.']",pre covid
Thai Fresh,Austin,TX,['It is good to see that the food in your shop is delicious and keep it.'],"['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Mimibuloveme,Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",pre covid
Mimibuloveme,Vancouver,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Cupidone Coffee House,Vancouver,WA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Cupidone Coffee House,Vancouver,WA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Snowy Village New Westminster,New Westminster,BC,['It is good to see that the food in your shop is soft and keep it.'],"['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Snowy Village New Westminster,New Westminster,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Shake Shack,Boston,MA,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious mint food.', 'It is good and keep to make delicious chocolate food.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The food in your shop seems too hard for consumer. Trt to improve it.', 'The service is somehow poor, please spend more time on improving service process.']",pre covid
Shake Shack,Boston,MA,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious vanilla food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.', 'The food in your shop seems too hard for consumer. Trt to improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",after covid
Zinga!,Peabody,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Zinga!,Peabody,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Behind the Museum Cafe,Portland,OR,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'The server here is courtesy, please keep it good.']",['Chocolate food looks not good in your shop and tries to improve it.'],pre covid
Behind the Museum Cafe,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The environment in your shop looks like not very good, you should improve the environment.']",after covid
YoCha,Quincy,MA,"['It is good to see that the food in your shop is soft and keep it.', 'The service here is very good, please keep it good.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.']",pre covid
YoCha,Quincy,MA,['It is good to see that the food in your shop is soft and keep it.'],"['The service is not very good, it may make customer feel bad, please improve it.']",after covid
Yopop Frozen Yogurt,Beaverton,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Yopop Frozen Yogurt,Beaverton,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Twist Frozen Yogurt & Coffee Bar,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Twist Frozen Yogurt & Coffee Bar,Portland,OR,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Rain or Shine Ice Cream,Vancouver,BC,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'The buttuer in your shop is very popular for consumers and keep it good.']","['Mint food looks not to the taste of consumers and tries to improve it.', 'The service is not very good, it may make customer feel disappointing, please improve it', 'The honey in your shop is not very popular for consumers and try to improve it.']",pre covid
Rain or Shine Ice Cream,Vancouver,BC,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'The honey in your shop is very popular for consumers and keep it good.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The cream in your shop is not very popular for consumers and try to improve it.']",after covid
Epic Eats,Orlando,FL,"['It is good to see that the food in your shop is delicious and keep it.', 'The service here is very good, please keep it good.', 'It is good to see that the food in your shop is soft and keep it.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Epic Eats,Orlando,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Sprinkles Austin,Austin,TX,"['It is good and keep to make delicious chocolate food.', 'The environment is very good, people very like it.', 'The service here is very good, please keep it good.']","['The food in your shop seems not fit with the taste of consumers, try to make them more delicious.', 'Vanilla food looks not good in your shop and try to improve it.', 'The cream in your shop is not very popular for consumers and try to improve it.']",pre covid
Sprinkles Austin,Austin,TX,"['It is good to see that the food in your shop is delicious and keep it.', 'Your home made food  is very popular for consumers and keep it good.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Ecco Pizzeria,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Ecco Pizzeria,Boston,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Crumbl Cookies - Dublin,Dublin,OH,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Crumbl Cookies - Dublin,Dublin,OH,"['It is good to see that the food in your shop is soft and keep it.', 'It is good to see that the food in your shop is soft and keep it.', 'It is good and keep to make delicious chocolate food.']","['Your home made food  is not very popular for consumers and try to improve it.', 'The buttuer in your shop is not very popular for consumers and try to improve it.']",after covid
YoJay's Yogurt Treats,Forest Park,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The waitress is a little rude, it may make customer feel bad, please improve it.']",pre covid
YoJay's Yogurt Treats,Forest Park,GA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Abbott's Frozen Custard,Needham,MA,['It is good and keep to make delicious vanilla food.'],"['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Abbott's Frozen Custard,Needham,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Dunkin',Lynn,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Dunkin',Lynn,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Sips n' Licks,Brighton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Sips n' Licks,Brighton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Maiberry,Boulder,CO,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
Maiberry,Boulder,CO,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Luigi's,Peabody,MA,['It is good to see that the food in your shop is delicious and keep it.'],"['The food in your shop seems too hard for consumer. Trt to improve it.', 'The service is not very good, it may make customer feel bad, please improve it.']",pre covid
Luigi's,Peabody,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",after covid
Marble Slab Creamery,Burnaby,BC,"['It is good to see that the food in your shop is delicious and keep it.', 'It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious mint food.']","['The enviornment seems a bit cheap, it may make customer feel bad, please improve it.']",pre covid
Marble Slab Creamery,Burnaby,BC,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The enviornment seems a bit cheap, it may make customer feel bad, please improve it.']",after covid
Ben & Jerry’s,Orlando,FL,"['It is good and keep to make delicious chocolate food.', 'It is good and keep to make delicious vanilla food.']","['The service is not very good, it may make customer feel bad, please improve it.', 'The food in your shop seems too hard for consumer. Trt to improve it.']",pre covid
Ben & Jerry’s,Orlando,FL,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['The service is not very good, it may make customer feel bad, please improve it.']",after covid
Bubble Tea & Berry,Brighton,MA,"['Not enough data to support analysis, please see general suggestion instead. In general, please maintain the taste of your food.']","['Not enough data to support analysis, please see general suggestion instead. In general, please improve your delivery service.']",pre covid
